"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63"
"Dimethylamine",0.0507082037818866,-0.140934290018398,0.0806754870229443,0.365002161406147,0.508432695042346,-0.19272043202617,0.108428543140793,0.0801687255188052,0.0894419873784421,0.0368815463307867,-0.0426367516172358,-0.184173709921891,-0.160765188967713,-0.0562295849702301,0.0233764771358086,-0.284200393416143,-0.0457127506807281,-0.158873962164359,0.35174959262315,-0.0336531896324175,0.339595259008941,-0.0735431622996177,0.0750561754940744,0.0292565039346234,0.0751171524130181,-0.117743375698552,0.0192787704531032,0.113716562285314,-0.0390662172592521,0.0366297382956132,0.029853149323176,0.0059475037361504,0.00682667186162411,0.00652677241263731,0.0100845525216193,0.00654658504343761,-0.0175903805076142,-0.00480593733746452,-0.00511651475621657,-0.00369601159042359,0.000593758724345021,0.00492820361748074,0.00531062086787655,0.0030894253435005,0.00307575766025934,-0.000729649049566382,0.00200067037154491,0.0018812762029127,0.00107196070769475,-0.000432184254694392,0.00168990330360311,-0.000609621139597974,0.000693100845202962,0.0002257338368663,-0.000121633271555845,0.0001654035632957,-2.55723235380275e-05,7.82450124060098e-05,-0.000171354843024587,-6.75770691788173e-05,1.51714070804234e-05,-1.05172551629936e-05,-5.160802341031e-17
"Ethanolamine",-0.477854055674682,-0.31539445202672,0.211588782433368,-0.0178247638247493,-0.145806188489716,0.0836697895448494,-0.0811109519191736,0.0100520684125694,-0.0393553676503879,0.0883171147787356,0.0538506009897649,0.2091612866861,-0.102119278132971,0.309230367940315,-0.0133600027994941,-0.200089980883476,0.105381369159477,0.173859612822518,-0.0356512602043717,-0.204199769450525,-0.0353697377871907,0.0547354135748185,0.369698481886764,-0.000316241514904633,-0.0870028919236045,0.153980893203518,0.00669193493887192,0.0989751322119259,-0.00927541737958051,0.0103250844263281,0.00241387892028825,-0.0193718807118553,0.0318681779403781,-0.00959364286933993,-0.00536656756918453,-0.00828289084361742,0.00374219860864997,-0.00689922324735249,0.0047786974459806,0.00104384891851124,0.00950949577459374,0.0142433254825723,0.0101260849344138,-0.000305908822326294,0.00340774612582434,0.00397256219156365,-0.00970927415549062,-0.00592257508875397,-0.0028248564775186,-0.00316464740660094,-0.00274738399505747,-0.00185487912969418,-0.000129798831129013,-0.00105965078884454,0.000890530925731615,-0.000177920991616939,0.000232172333553552,-4.82448831493482e-05,0.000412119275229585,-8.59692947987817e-05,-2.90262562208533e-05,1.47969843899524e-05,-1.04083408558608e-16
"Formate",-1.22042359849913,-0.170767324502843,0.172904179561567,0.0817065579879574,-0.0109726193694432,0.0189103629668045,0.0351548970449657,0.0255132207612113,0.049366433295729,-0.050984826560061,0.288863170706894,0.103946134204221,0.172384713600003,0.0810272782131454,-0.100538666345629,0.166203456569354,0.0973961427811622,-0.0551806765346245,0.152272120610334,0.130851258278756,-0.0407071665402412,0.0967209380444199,0.152085448948214,-0.0830828743221961,0.0618255666351101,0.00799035365044084,-0.141568399920467,-0.0418766352664684,-0.0760617968473774,0.00700905188518616,-0.0041296477411704,-0.0269957320784693,0.013697070888092,-0.056919355935086,0.0862100901328708,0.0320917635269456,-0.0152958619571455,0.0411649510677694,-0.0075887516432071,-0.0216967404541026,-0.0187562837145841,-0.00258256318257373,-0.0115672403803482,-0.0180855550931607,0.00575896439335766,0.00414236638303009,0.013428011275406,0.00878043083220353,-0.00453134941015038,0.00606446596638704,-0.00133058286953961,-0.00230567547491572,0.00123896070229931,0.000353975313703785,-0.0018849145913004,0.000132066996086672,0.00148921759459322,0.000260599361847372,-0.000405006688598372,0.000936520885756572,-4.58839527016398e-05,-3.64385299515511e-05,-7.63278329429795e-17
"Fucose",-1.682116357699,-0.106251449308395,0.152560618999171,0.27847746742779,0.0201206005025966,0.124207103821231,0.0688785477545093,0.0047250011887097,0.116556765288648,-0.0582138274072662,-0.014294247800702,-0.00908469952708765,-0.0726924206329454,-0.0513154406815472,-0.0316891365798599,0.0291013853529518,-0.0430109073353804,0.052432144803639,-0.0453308844430361,0.0399185333949741,-0.0141329397274373,-0.0386660323675294,0.0405387675646075,-0.0406044359095373,-0.0108155773022201,0.0297282551390751,-0.0202235926294483,0.0411184342782478,-0.0450371933390969,-0.0292491746514419,-0.0175315112598806,-0.0415995279179529,-0.0780708477136067,-0.0477522159126082,-0.0655296660861944,0.0181188808333911,-0.00728740279899732,-0.0044576187035465,-0.0417150420388594,-0.0294336194439328,0.0336068228753911,-0.0033705363995021,0.0353925664951399,-0.0123851523698383,-0.0120016994710421,-0.0246849883479416,0.0305920446712765,0.00637417184971737,0.0138108209263496,0.00370947825884834,0.00838862932718822,0.00288487539123352,0.00528528708509977,0.00181559355623203,0.00498041885190475,-0.000196530032259182,-0.000563320794607899,-0.000318561748884894,-0.000527172571945164,-0.000596212743499427,0.00013132052600779,-3.20935116476153e-05,-1.2490009027033e-16
"Fumarate",-2.21193247382981,-0.0833950309470024,0.138060959733708,0.216281472074084,0.0270574490820579,0.136529503282056,0.0517258782670584,0.0204791594510006,0.100813516815333,-0.0291644218128001,-0.0297814446552141,-0.0269864767227549,-0.0608420136396708,-0.0297794233622642,-0.0192638072403618,-0.0125608333662397,-0.0188302231645126,-0.0196091549831085,-0.0159045841480115,0.00269324932413488,-0.00754979668507248,-0.00714289245871023,-0.0061915516855213,0.0166772041815556,-0.0156175795757584,-0.00029096318055731,-0.00455613832309311,-0.0108646507522787,0.026216660221989,0.0134227718397363,-0.0183504328739093,0.00549895921888339,-0.00411765223906006,-0.0127648499426615,0.00761027705324006,0.00364720877333702,0.0122157602627243,0.00581826063077693,0.0040182433377694,-0.00413015924597756,0.00396913613795849,0.0101099775258536,-0.000330415326389289,0.00899424883482065,-0.00655948005606438,0.0032218524906375,0.00892713653682321,-0.00692518092106727,0.00333716648575092,-0.00727305943033561,-0.00361322482877119,0.00238408851589127,0.000697781598749767,-0.00183583232124266,-0.000281259937109091,-9.78298397977528e-05,-0.00195542658769268,0.00243805246080143,-0.00167818923593031,0.00143430874469748,-0.00481668220750094,0.000285238258310259,-6.93889390390723e-17
"Glucose",0.754790935331478,-1.33537929970648,-9.29084982577754,-2.9375111743797,0.171704085929292,-0.108304659798022,-0.195511842101372,0.0856053707256718,0.359134623463349,0.0274982194134648,-0.000259755906119594,-0.00477215612998857,-0.00224032456812016,-0.00896920934557347,-0.026000890916706,0.000408435518928896,-0.00340261471954231,0.00312941865487164,-0.0026492369686362,0.00493213624263798,-0.000171365992984512,-0.00654043815750683,0.000134862014932511,-0.00321386422340344,-0.00719920485819512,0.00405891296534373,0.0015117250962513,0.000984375790889155,0.00172288143570813,0.00164689297422992,-0.00054041329299493,0.000580863545655848,0.00085969641606775,-0.00176921203237404,-0.000242023403837558,-0.000818544737809065,0.000625713966422965,0.000379871321750391,-0.000429854172907654,-0.000766386772279602,-0.000702421775713197,0.000515982011499428,2.16747508260846e-05,-0.000211833086452361,1.84373148576656e-05,2.91809570505258e-06,7.6187413816025e-05,-0.000181988525999932,-5.24065929104027e-05,0.000128421090489196,-3.87380785730133e-05,-0.000123009245051035,-1.50283879283872e-05,3.23519232649158e-05,3.8595504559159e-05,3.80811898638422e-06,1.08993817436037e-05,-1.92362810842034e-05,1.042510924254e-06,-6.73545049607351e-06,4.47948830008781e-06,-2.7211586183136e-07,-2.35922392732846e-16
"Glutamine",-0.323944855738921,-0.349978721592654,0.207610298024994,-0.285826752622132,-0.162665317081466,-0.379189295067355,0.0850495941503313,0.129386989063915,-0.13986928426058,0.00984548084447934,-0.345240938918999,0.286042594837166,0.0964418188746308,0.244399742642139,0.186987398044386,0.173008125773702,0.175476666773317,0.0440728436268168,-0.0239023407240691,-0.0460113910262017,-0.0110149743139093,-0.1728710323526,-0.03965818227115,-0.187638800529431,-0.0647030183848922,-0.184311447776366,0.0547333101480907,0.0983419007793252,-0.0351991376282998,0.0719246502848069,-0.0670154018566712,-0.0706980116813038,-0.0589895726096635,0.00257760213453101,0.00872213529356305,-0.00314010883129496,0.0158859534411196,-0.00121855751273392,0.0158809669356381,-0.00835950814771264,-0.00794140803292066,-0.0080857011029001,-0.000477126592504309,0.00284060873035931,0.00384012204226766,0.000621555059687938,-0.00794238477393278,0.00275214923577004,-0.00122375043100467,0.00115065808781713,-0.00432135775962438,-0.00207518518346646,-0.000563574850384789,0.000925599590368541,4.1840678164165e-07,3.12451529915075e-05,0.000353733123906748,0.000666356295441612,0.000102411913476992,1.61432394582932e-05,-8.07430559768146e-05,1.35896750133764e-06,1.38777878078145e-17
"Glycine",3.29742262960349,-0.733853520263045,1.1451895066404,-2.22668114212288,-1.84580467622617,-2.66510783533589,0.774721316507075,-0.19567056768953,0.0702299471767128,0.2896319804588,-0.146535115314413,-0.248947955705214,-0.0421243792583278,-0.217835064507242,-0.0602801539232676,-0.0472706968808836,-0.00873370487941783,0.0385780772770843,-0.00392370559537597,-0.0052539697176605,-0.0486808779648248,0.00774447048677866,0.0409620925469126,-0.00230374308422577,-0.00846786256196772,0.00478349028579469,-0.000885541447876172,-0.0185366770117517,-0.00850766969204989,-0.00937685647315156,-0.0075572019827075,0.00536797947959071,0.0135615908011305,-0.00802894114723733,0.00107164388637964,0.00199191797987025,-0.00137325135377842,0.00272160425049031,0.000185880465813085,0.00180893434494068,0.00117577754729595,-0.00167352699533899,-0.00167632193469299,0.000499144811903248,-0.0020736701449815,0.00119216771039356,0.00221571798555884,-0.00069487114166241,-0.000368834488157157,0.000741645440021752,-0.000212233159561264,6.58388703965822e-05,7.09282618560152e-05,0.000129978191706665,-0.000229069344770149,3.94053408848609e-05,-2.37425939610917e-05,1.49263517620267e-05,3.56200513945211e-05,0.000110568722904431,2.83641626277959e-05,-8.50115558382789e-06,4.12647346847983e-16
"Glycolate",-1.04245813347431,-0.137048673792421,0.199982546209203,0.125595402201457,-0.170073867239468,0.00626238977749468,0.0172134228754039,0.108409670070745,0.142536149492696,-0.180882206760671,-0.263382324324498,0.196368123730483,0.0662799603903509,0.243460476924544,-0.117786374689037,-0.204698185467823,0.162098216555834,0.280118457039946,-0.081074816377125,0.232904574983176,0.191002505002368,-0.0508231373635335,-0.00907427830458625,0.162970918932468,-0.0912355583691753,-0.0842130586234768,-0.0181715231820014,-0.131696159105102,-0.0540193777619147,-0.0897995512548475,0.00896441022627261,-0.0239414448076226,0.000597675758364476,0.00858757533645538,-0.00506417507544287,0.0185354194009859,-0.0201109310503549,0.00198673985265051,-0.00267199671921257,0.00933537736973422,-0.0104601000707535,-0.00446782793840664,-0.00893777669936901,-0.000117028445632346,0.00165224044697573,-0.00118974629719093,-0.00192249101894423,-0.00355765650885906,0.00389921356756382,-0.000704264169396895,-6.98476948353651e-05,0.00158766259387172,-0.00136010881849634,-0.00124533320716198,-3.95600453143973e-05,0.000599389249867299,-0.000822584766073487,0.000317689084666395,-0.000168208965803322,4.90928335741565e-06,7.27588105934908e-05,-2.60151113970156e-05,-6.93889390390723e-17
"Guanidoacetate",-1.52137007493806,-0.0574696713962367,0.17775851012395,0.288029720041933,-0.0304670126951797,0.109584342680127,-0.250837436272018,-0.0827576076429991,0.0338065589692586,0.0530284942195046,0.00261402216963504,0.0836573126735381,0.0166482003456723,0.0947686145912519,-0.312560196988285,-0.319152969975991,0.0731677392818682,0.0687380734640167,0.302316187319706,0.0369652255472932,-0.306072709849394,-0.00690419175525573,-0.186041986185886,-0.121862911434707,0.0497067671037019,0.0299665596314959,0.0235312656824413,0.0467528922507319,-0.0176272175339495,-0.0899783529350494,-0.0341822271510685,-0.0110145117758026,0.0053265598509247,0.0166696699054545,-0.00936390988011435,-0.0249562919147498,0.0155334200509142,-0.00184560966372554,0.00732268039101874,-0.00452105905656475,-0.00733131527010317,-0.00316926165106201,-0.00299901523220273,0.0100638930136823,-3.71649828752665e-06,-0.000283493233137005,0.000387669303579891,0.00121610082928158,-0.000187484412154658,8.00558967918308e-05,0.0021165536503815,0.000599988674441734,0.000712662024002234,0.000514665107097637,-9.45875063440293e-05,-0.000180056946197354,-0.000172913835148288,-0.000288500886305006,-0.000195885595687416,-0.000137714822646802,-1.99894830309223e-05,3.31243158781264e-05,-6.93889390390723e-17
"Hippurate",12.7975454285953,12.7261564164561,-0.428971020862692,-1.02319885626208,0.0114932999894538,-0.00917199625482257,0.091068604703422,0.124181013665927,-0.0112398610504723,-0.0737095619898505,-0.0108655442647855,0.0190591133879688,-0.0255494056093066,0.0066092332513504,-0.0160894504297011,0.00670317156045991,0.00482866430874396,-0.00274193826786794,0.00254076360561906,0.00512673508590145,-0.00576213834628969,0.000145715328927321,0.0054397352014445,0.000564871337936534,-0.00235290839588165,0.00226450352037899,0.000363237289331964,0.00399067555152355,0.00500508329241367,0.00266102961549786,0.00165626729263565,0.000670146199083205,-0.00105366657454165,-4.9636004322744e-05,9.36236751750696e-05,-0.00035780515270778,-0.00080000820212487,-0.000652871876134664,0.000602683254490262,-6.17296101642073e-05,-0.000610924333623641,0.000170544849839402,0.000387718762437469,-0.000140366504575717,0.000416606585513457,-6.94126681162199e-05,-5.24165428683609e-05,5.38947120197752e-05,0.000183394578655807,7.75822289301731e-05,1.45737108875402e-05,-1.23476602937878e-05,2.90284565228477e-05,3.88679357010702e-06,1.64897343074566e-06,-8.78795385617082e-06,1.34503638385963e-05,2.61381843735808e-06,1.80720625189146e-05,-6.08308555577475e-06,-2.5488496036008e-06,3.71669947318853e-07,0
"Histidine",-0.428703151710535,-0.277550913301938,0.204867866495671,-0.168890430492094,-0.555881174230112,-0.267745746991241,-0.00526305509350848,0.115481941762694,0.0329157526969686,0.00168211850287223,-0.181399621726481,0.390567707077909,0.170929807199656,0.350145545649135,-0.0785948352875429,0.144854514316451,-0.439336300737353,-0.12943168004403,0.144936813539244,-0.0737715854455843,-0.0370205733721217,0.103149912641669,-0.0659201189205461,0.17853454053484,-0.00786471699170293,0.01712771469985,-0.00185883594068219,-0.0222478807117687,-0.0663134324177403,0.0188284973467486,0.0433163762003267,-0.0666778612725966,-0.0316530552413819,0.00698609902728275,-0.0227167991134039,-0.00976383539712562,-0.00914718083730169,-0.00747885168706581,0.0150728206253595,0.00348282614997037,0.00764953050917267,0.0165169236690394,-0.00229748687636534,-0.00410696673185685,-0.00600956206326971,0.00286452500958205,-0.0019018061537024,-0.00483620008360685,-0.000719035786134994,0.000856922250363525,-0.00337645269468517,0.000489528480208147,-0.000509875854732836,0.000742765500018415,-3.59878500206887e-05,6.27272804175766e-05,0.000339679037847221,0.000235696776461781,-0.000291127544666897,-0.000141965071422754,4.82806309099922e-05,-4.61929117020112e-05,-4.85722573273506e-17
"Hypoxanthine",-1.88105533842882,-0.135255697322431,0.168054563291452,0.201465767750652,0.0790864318228578,0.189470438114328,0.0688648850174677,0.0470566939581562,0.0948380300860443,0.00228722698568794,-0.0300223565104541,0.0173011032491906,-0.065115854334355,-0.015439476865689,0.000645767890130811,-0.0495306420102039,-0.0390167513110471,0.022701591511629,-0.0126054391560798,-0.0473163451379821,-0.0135040522144345,0.00682269308533482,0.0843664746357583,-0.000844294152047157,-0.0644817244172046,-0.0127377831104049,0.0501189975005564,-0.0344143382347638,0.0417025555540451,0.0627444270970724,0.0126704098953003,-0.027957151193064,0.0176030112530907,0.027951028318234,0.0129118764935816,-0.051088791667904,0.0235854543401752,-0.0283839587607581,0.00848581822169246,0.0175442999277656,-0.0252667650309375,-0.0167358645636437,-0.0558002609796965,-0.0210752001892801,-0.0253540343761219,-0.00980084150715132,0.0258682515966561,0.0162352131074132,0.00260549873600195,0.00511496306638574,0.015166892862441,0.00107823003989132,0.00391186040046201,0.00117733713191955,0.000424663993887542,0.00141006385375829,-0.00141982660721497,-0.000368417891948653,-0.00076212953516467,0.00032974146267876,9.08521266991189e-05,-4.78623863829526e-05,-7.63278329429795e-17
"Isoleucine",-2.19578086450202,-0.0714412330828732,0.141926758222512,0.228252561510681,0.0193693595705599,0.134576780046351,0.0543749895223558,0.0177842089833179,0.0776181776563148,-0.0237613626260174,-0.0275685920069194,-0.0231769231461809,-0.0376601736880074,-0.0264750740423621,-0.0398313587196792,-0.0203381827322309,-0.0220912870272618,-0.0222586253027649,-0.0215420943000804,0.00342580564415991,0.000355374934255824,-0.00900017262378273,-0.00144124245292341,0.0129123155988263,-0.0188754714065891,0.000422087923838244,-0.00334855946623659,-0.0121516339969663,0.0319506133906739,0.0233600174421951,-0.0228047680292264,-0.00255357505604467,-0.00908604328257507,-0.0108297746197164,0.0142363268916035,0.00955282219739117,0.00862376116635224,0.0103329390610546,0.0067615016917835,-0.0124994937407351,0.00121883751829689,0.00801615251901931,0.000611469231620106,0.00307459908205521,-0.00714838793692415,0.00599957098678362,0.00829395145379375,-0.00209615129849598,-0.00376221870671265,-0.00797381229648055,-0.0062981016048853,0.000357826054217802,-0.0035373141370373,0.000786587602741504,-0.00103415501245623,-0.0032688239452571,-0.00546515136977365,-0.00108811601878062,-0.00273950831668382,0.000217632671082144,0.00174474066859133,0.00172160901121314,-6.93889390390723e-17
"Lactate",-1.18659685945362,-0.363361183062835,-1.45653317669362,0.0264990483730769,-0.271039249609487,0.504476711418278,0.829526966901299,-0.12053994326192,-2.13085962806248,0.267066830268983,0.192324435180524,0.0812949822345679,-0.191911035671713,-0.0791515525342495,0.0380793641679439,-0.0606564020078864,-0.0553909688967485,-0.00553652454349445,0.0104250585005223,0.0842328385285037,-0.00454733440290053,-0.00558630427083442,-0.0155515110063702,0.0196783481769691,-0.0383122783545471,0.0153489050863745,0.0394723744588213,-0.0109585561588914,-0.0127649143420664,-0.00329140730652613,0.00805873751279797,-0.0134248598839897,-0.00803696847846852,-0.0111837475691497,0.00318248676691614,0.00722889805957203,-0.000539183247427601,0.00253733796532696,0.000686653037055574,0.0036705717939798,-0.00656883083271621,-0.00497300293112173,-1.89576937511494e-05,-0.000952965278973599,0.00137880865848248,-0.00139891049696873,-0.000705619506741521,0.0012759674288487,0.00100195896808301,0.000710421642537096,-0.00198662817973991,-0.000226596773546247,5.31323964623092e-05,0.000555688998914929,0.000227741054760375,-0.000152958511703022,0.000272514706082701,0.000233661577457932,8.12998955097913e-05,7.25340834346506e-05,-4.24399580162792e-05,2.79835827878237e-05,9.0205620750794e-17
"Leucine",-2.0885341317806,-0.0744633684053282,0.111902146909125,0.213798015851635,0.0186532697079073,0.12453924563629,0.0500750001535919,-0.00949962111239937,0.0498268316203464,-0.0104835021752999,-0.0425642825730306,-0.0214833612171369,-0.0329967218854931,-0.0157407142187674,-0.0419919898280849,-0.00460277668632628,-0.0386781166727507,-0.0212467465480606,-0.016373301894628,-0.00248684897732537,-0.00582044139920011,-0.0118490425209585,-0.00786281640708028,0.0175159591536919,-0.0337577141789855,-0.0016965325743227,0.0100954722198926,-0.0298251355635511,0.0357961925314496,0.00942990180319806,-0.028108241476977,-0.00654481680100415,0.00320069294250048,-0.00117195044570297,0.0175039785612848,0.0139250806794822,0.00839011485862997,0.00527411450001197,-0.0054192945247403,-0.00850103788671921,0.00564256004533646,-0.0107357785454825,0.0195083055938314,0.00258878286977745,-0.0134151119381353,0.000750866682328648,-0.0189088437931867,-0.0106979165399815,-0.0122164204272006,-0.00180785869188822,0.0166013879611658,3.86747083561192e-05,0.0123200132421119,-0.00620258069494356,-0.00775404405702728,0.00365764733201715,0.00531728626078352,0.00475316072739067,-0.0023626825677309,-0.0010583426844232,0.000608881528318252,0.000343735999464818,-2.77555756156289e-17
"Lysine",-1.5622023940145,-0.203442544114662,0.11558660329337,0.231777664135043,-0.0438672910887837,0.047186771141224,0.0620688498821617,-0.077846857158622,0.0850195759945777,-0.0627626987789229,-0.163288473770227,0.0556667572106647,0.176687862341284,-0.0498044305734641,-0.029484597572793,0.274387632104978,0.0836373282537231,-0.15680322619061,0.0942320380784887,0.194111626803781,0.00976330622798245,0.132763787966147,0.127691574949723,0.00446431367897213,-0.03426016918649,0.00163851526825144,0.247882531159853,0.048854822427811,0.0743078140709169,-0.094901998462964,-0.00722929339382721,-0.027847336490099,0.0552395890127213,0.0269525431320735,0.0100428832810099,-0.000744656571724435,-0.00901764205823546,-0.0131203191371145,-0.0286561444738913,0.00270315501518908,0.0046034832941143,0.000313737583799992,0.00863296302553315,0.00325183915030128,0.00246414272832713,-0.00231106085601723,-0.00164664248942973,0.00296612962732579,0.00177388884617266,-0.00530283983294728,0.00025022873195409,0.000216518990498522,-0.00039426974483292,-0.000527266188203059,-0.000196169818449412,-0.000562663973909361,-0.000681644205325072,-0.000524681162324934,0.000375620673957001,0.00018832462689896,-5.84455512938464e-05,1.2570876619284e-05,-4.16333634234434e-17
"Methylamine",-2.13026599256338,-0.0742713343355318,0.154635597728876,0.230677861288994,0.0278686007521793,0.128953246775222,0.0508441944441748,-0.00287385107450092,0.093126335656455,-0.0212386674897554,-0.00427573846535348,-0.030213680332576,-0.0285645562596153,-0.0327610264605163,-0.0314705054125536,-0.0214302635438943,-0.0276952458248252,-0.00391467306256564,-0.0216732654120247,0.0132079716490008,-0.00262164373484744,0.00619800558264541,0.00662827168188609,0.0186169516452697,-0.0203088191799499,-0.00991409191952404,0.00396190360456555,-0.0182387811991047,0.027361585412896,0.00595232556254486,-0.021026520022289,0.019309192310561,-0.00133857441659188,-0.000247280421846006,-0.00384462721855216,-0.0147810472229618,0.00569083188904505,0.0110949040683583,0.00594949273880884,-0.0150739922932427,0.0077404524549398,0.00176324833658373,0.00459989451971727,0.00261849057772925,-0.00489488489292812,0.0127651773226816,-0.000122031997110382,0.0134642016474998,0.0132565584256341,-0.00867577973430445,-0.00257642908599319,-0.00510556300449936,-0.0135780458555247,0.00916274079650334,0.00346216294677663,0.00960199698665609,0.00666694804303816,-0.00229609322725289,-0.000907703721282828,0.000293629331053607,-3.47479725100394e-05,0.000327480658447812,-6.93889390390723e-17
"Methylguanidine",-2.16163415398186,-0.0846047483450106,0.168345065253061,0.217039321541511,0.0249906998170319,0.125818622160621,0.0417845256751508,3.5744275997094e-05,0.0958196125104474,-0.00475536912570422,-0.0338390438029778,-0.0120856165056709,-0.0557327192579229,-0.0232937997083493,-0.0378878059762987,-0.012552111778593,-0.0175503332906159,-0.00424808239538461,-0.0108757510671401,0.0108843893171604,0.00995197934774131,-0.0085965751864904,-0.0167292305672915,0.00488273270419046,-0.0264055670015361,0.012628827704615,0.0141996134106689,-0.0223721899513449,0.00844109496037613,0.0147114451763541,-0.0200069522979798,0.0115194747889263,-0.0163457221783952,-0.0269502213435234,-0.00419997538156196,0.0143534662103775,0.0186437605263987,-0.00097396383060631,-0.000716843677409709,-0.0075992830992034,0.000404051867933186,0.0304434497202072,-0.0108801754509703,0.0127661515445668,-0.00846245982369802,0.0132844135870041,0.0186666486055291,0.0197869056431875,0.0041954646271451,-0.00468435866350717,0.0011890344851601,-0.00357317879359732,-0.0094327902534888,-0.0108687573009546,-0.00609873570499207,-0.00393706807473412,0.00270345655922208,0.00196997432228242,0.00462948731670661,-0.00306807887349477,-8.04720114807311e-05,0.000103968429705878,-8.32667268468867e-17
"N,N-Dimethylglycine",-2.08262684093785,-0.0819724276125671,0.15355787329553,0.189620102635437,0.00278656419158069,0.13248919351918,0.0446087331486124,0.0258753577518998,0.0858571360245206,-0.0256313115877679,-0.0333769059374742,-0.0324467421439655,-0.0347598631530598,-0.00273365561647002,-0.0350676578570839,-0.0124676567791992,-0.0305835572079433,-0.0315466019360071,-0.0230622686029369,0.00267323560234771,0.0136462594335852,0.0150086552792464,-0.00851557769059191,0.0389535340682781,-0.00159888838956599,-0.00657754497260137,0.00934003530978069,-0.0255917931034153,0.0410601962315208,0.00685857801159934,-0.048762745919724,0.0161703094971894,0.0142155265273735,-0.0209811669112352,0.00503111940681836,0.0236685838694219,0.00769937103777987,-0.0022982325000045,0.0210417442403613,-0.012552480913853,0.012067528189127,-0.00216774904684206,-0.0207361900013825,0.0241427055240701,0.00216127057467449,0.000618789357926065,-0.00428701937834598,0.0108714265589948,0.00360311780012564,0.00219442825492504,-0.0109485966380445,-0.00887750489492518,0.0127455474864929,-0.0109320417010937,0.0112706097949448,-0.00272229192160214,0.00274001920792604,-0.00293058914451253,-0.00303762951942237,-0.000918041679405597,0.000202695749730458,-0.000374319417261324,-5.55111512312578e-17
"O-Acetylcarnitine",-2.12829212205704,-0.110965215889728,0.1586975460198,0.180067251378384,0.0026788477440902,0.107344981193231,0.0647070527519894,0.00945632902831151,0.0794106198772697,-0.0192145946614694,-0.0288766561951747,-0.0231072797558637,-0.0193148729701014,0.00554867161194542,-0.00332695263303887,-0.00723934748427901,0.0142849902942216,-0.00794391769702829,-0.00103474226980564,0.0193381600247197,0.0208260531763784,-0.00578527827990728,-0.0321736347478134,-0.0315675200074964,-0.0104988284717749,0.00628807945529537,0.0159104156255614,-0.0178873547323803,0.0398312531786137,0.010718723703955,0.0272051916636835,0.0211343090493565,-0.0286043956358953,-0.0234451424315057,0.00946768798755785,-0.0277590156680152,0.0179994391951558,0.00573609932450138,0.0171875349049115,0.0058297058772085,-0.00749725032309189,0.0206692573114573,0.00688704565130886,0.0085254258866205,0.00201475265661524,-0.00480370292556863,0.0245319062133264,-0.0186234736003862,-0.000414379851026571,-0.0161739469141984,-0.0043945346059661,0.00363354036497247,0.00217423927668279,-0.0060896988305966,0.00419616209664615,0.000503265459211089,0.00212220378425467,0.00279012409492803,0.00173042839781016,0.00458774836090377,0.00160932178376374,-0.000379835578541026,-7.63278329429795e-17
